cities,areas,rooms
city-23,area-2,"{'name': 'siearltkueblxf', 'phone': '4324162016', 'price': 2000}"
city-23,area-3,"{'name': 'vtwvkglrhtpqw', 'phone': '4305009564', 'price': 2500}"
city-23,area-3,"{'name': 'rasdccnnppfmoa', 'phone': '9158275040', 'price': 1500}"
city-23,area-3,"{'name': 'zznvtrnxpbq', 'phone': '5163210381', 'price': 2000}"
city-23,area-3,"{'name': 'wwgvsqgklpt', 'phone': '8341788772', 'price': 2500}"
city-23,area-3,"{'name': 'prcofjjhpt', 'phone': '4498224030', 'price': 2000}"
city-23,area-3,"{'name': 'pfpqkne', 'phone': '5255990683', 'price': 1000}"
city-23,area-3,"{'name': 'uapzntoewr', 'phone': '9387897495', 'price': 1000}"
city-23,area-3,"{'name': 'vbkankvfhukrpu', 'phone': '1839137927', 'price': 1500}"
city-23,area-3,"{'name': 'nqnxaebsh', 'phone': '6377052784', 'price': 2500}"
city-23,area-3,"{'name': 'djjafkxv', 'phone': '8807340103', 'price': 2500}"
city-23,area-4,"{'name': 'qblccuajhqy', 'phone': '2973949463', 'price': 2500}"
city-23,area-4,"{'name': 'gptfeyjw', 'phone': '7501644485', 'price': 1000}"
city-23,area-4,"{'name': 'gabridvp', 'phone': '1969622273', 'price': 1000}"
city-23,area-5,"{'name': 'icfbtsrk', 'phone': '5298442913', 'price': 2500}"
city-23,area-5,"{'name': 'tpouetykkx', 'phone': '6300800674', 'price': 1000}"
city-23,area-5,"{'name': 'lvgcvgutcuyi', 'phone': '9580979360', 'price': 2000}"
city-23,area-5,"{'name': 'cbhkndofnafsdu', 'phone': '6546817247', 'price': 2000}"
city-23,area-5,"{'name': 'sreusddxjmfyes', 'phone': '7219055168', 'price': 2000}"
city-23,area-5,"{'name': 'xabahdwxa', 'phone': '1240075291', 'price': 1500}"
city-23,area-5,"{'name': 'tyuppyzstoopvs', 'phone': '5821843008', 'price': 2000}"
city-23,area-5,"{'name': 'fdoiuhtsjkww', 'phone': '7951582008', 'price': 1000}"
city-23,area-6,"{'name': 'bypqwwtieg', 'phone': '9626028348', 'price': 1500}"
city-23,area-6,"{'name': 'ecxidftfih', 'phone': '7426161861', 'price': 2000}"
city-23,area-6,"{'name': 'espzdvoevnbz', 'phone': '8136055756', 'price': 1500}"
city-23,area-6,"{'name': 'ynkwrixluazwd', 'phone': '3404428813', 'price': 2000}"
city-23,area-6,"{'name': 'mmluestlqfm', 'phone': '9104537911', 'price': 2500}"
city-23,area-6,"{'name': 'oyrohbpmvydacz', 'phone': '5658204906', 'price': 1500}"
city-23,area-6,"{'name': 'mnpqbiss', 'phone': '7417954992', 'price': 1000}"
city-23,area-6,"{'name': 'atfwqvlsskpye', 'phone': '2287382687', 'price': 2500}"
city-23,area-7,"{'name': 'rkamzarfbsef', 'phone': '4102809563', 'price': 1000}"
city-23,area-8,"{'name': 'cyhgynymk', 'phone': '6195024631', 'price': 2500}"
city-23,area-8,"{'name': 'ankrolyungk', 'phone': '7129683838', 'price': 2000}"
city-23,area-8,"{'name': 'gtwxypy', 'phone': '5806779173', 'price': 2000}"
city-23,area-8,"{'name': 'dqcluljsf', 'phone': '3127988887', 'price': 2500}"
city-23,area-9,"{'name': 'oavbtwtzjjolzi', 'phone': '1161511563', 'price': 1500}"
city-24,area-0,"{'name': 'vekfcfvyxnvjgc', 'phone': '3827101665', 'price': 2500}"
city-24,area-0,"{'name': 'juusjxjkkveptz', 'phone': '8380920387', 'price': 1500}"
city-24,area-0,"{'name': 'loxdzprlkzfdh', 'phone': '6622558288', 'price': 2000}"
city-24,area-0,"{'name': 'xdxymdlce', 'phone': '4370171821', 'price': 2000}"
city-24,area-1,"{'name': 'trwftpo', 'phone': '4512361587', 'price': 2500}"
city-24,area-1,"{'name': 'xdmvenxdw', 'phone': '1455531480', 'price': 2000}"
city-24,area-1,"{'name': 'waocvdyudgfr', 'phone': '5091662446', 'price': 1000}"
city-24,area-1,"{'name': 'jzgusdddoxdyz', 'phone': '2262512059', 'price': 1500}"
city-24,area-1,"{'name': 'skvrjaoxkr', 'phone': '2489044710', 'price': 2500}"
city-24,area-1,"{'name': 'lyarnrcd', 'phone': '1205486314', 'price': 1500}"
city-24,area-1,"{'name': 'aihculggaspug', 'phone': '9253536071', 'price': 2500}"
city-24,area-1,"{'name': 'gojnctpmhpkvwp', 'phone': '5386615343', 'price': 2500}"
city-24,area-1,"{'name': 'spvefepr', 'phone': '1609758034', 'price': 2500}"
city-24,area-2,"{'name': 'uciwdxdnhee', 'phone': '9433478808', 'price': 2000}"
city-24,area-2,"{'name': 'xgkgaudelmyw', 'phone': '1754432151', 'price': 2500}"
city-24,area-3,"{'name': 'ycufgrrjej', 'phone': '5354594234', 'price': 2000}"
city-24,area-4,"{'name': 'klfydvkro', 'phone': '9834543191', 'price': 1500}"
city-24,area-4,"{'name': 'allyrxelny', 'phone': '1600364543', 'price': 1500}"
city-24,area-4,"{'name': 'fpzeteos', 'phone': '3200420228', 'price': 1500}"
city-24,area-4,"{'name': 'keamescyiojbm', 'phone': '8647151881', 'price': 2000}"
city-24,area-4,"{'name': 'xfqeamguvje', 'phone': '2248139989', 'price': 1500}"
city-24,area-4,"{'name': 'zkohgirxi', 'phone': '4780688121', 'price': 2500}"
city-24,area-4,"{'name': 'kgbodeddthu', 'phone': '1523995469', 'price': 2500}"
city-24,area-4,"{'name': 'mpqbngzbynut', 'phone': '5073692159', 'price': 2000}"
city-24,area-5,"{'name': 'epoxovfayn', 'phone': '8703907979', 'price': 1000}"
city-24,area-5,"{'name': 'zfwxawzotxxdk', 'phone': '2763719786', 'price': 1000}"
city-24,area-5,"{'name': 'aiengusikrlkz', 'phone': '5066999656', 'price': 2500}"
city-24,area-6,"{'name': 'lfrjhjwt', 'phone': '4916768623', 'price': 2000}"
city-24,area-6,"{'name': 'neszcezvpkloy', 'phone': '9200555811', 'price': 1500}"
city-24,area-6,"{'name': 'nhpqcak', 'phone': '4048244114', 'price': 2000}"
city-24,area-6,"{'name': 'crznctxedoivec', 'phone': '4813264026', 'price': 2500}"
city-24,area-6,"{'name': 'chtplxms', 'phone': '3280308037', 'price': 1500}"
city-24,area-6,"{'name': 'dslnzhrg', 'phone': '1008662866', 'price': 1500}"
city-24,area-6,"{'name': 'fyzkehdmqhce', 'phone': '1851550110', 'price': 2500}"
city-24,area-6,"{'name': 'cvuklhvs', 'phone': '5155932866', 'price': 1000}"
city-24,area-6,"{'name': 'kqdqcqajdfsdz', 'phone': '2656691279', 'price': 2000}"
city-24,area-6,"{'name': 'nesgwjxfzcqgr', 'phone': '4664947738', 'price': 1000}"
city-24,area-7,"{'name': 'takttzxndl', 'phone': '1330727704', 'price': 2500}"
city-24,area-7,"{'name': 'pgmasokl', 'phone': '8326953574', 'price': 1500}"
city-24,area-7,"{'name': 'nmaszwqh', 'phone': '9535056946', 'price': 1500}"
city-24,area-7,"{'name': 'uvtfdek', 'phone': '2571106642', 'price': 1500}"
city-24,area-7,"{'name': 'dbiovefclyyay', 'phone': '2998336467', 'price': 2500}"
city-24,area-7,"{'name': 'qbhqyaonfragz', 'phone': '2366882006', 'price': 2000}"
city-24,area-8,"{'name': 'euucbxcdk', 'phone': '4765943576', 'price': 2500}"
city-24,area-8,"{'name': 'vzzblbddc', 'phone': '5346889932', 'price': 1500}"
city-24,area-8,"{'name': 'yhwrpek', 'phone': '8800828625', 'price': 1000}"
city-24,area-8,"{'name': 'vnswwvvkbmez', 'phone': '6369108886', 'price': 1000}"
city-24,area-9,"{'name': 'gjaladb', 'phone': '6273741767', 'price': 2500}"
city-24,area-9,"{'name': 'wgvfddsg', 'phone': '5238723806', 'price': 2000}"
city-24,area-9,"{'name': 'htajpqayn', 'phone': '3606013615', 'price': 2500}"
city-24,area-9,"{'name': 'oslmfjenx', 'phone': '7051946055', 'price': 2500}"
city-24,area-9,"{'name': 'mefoistqdbjbln', 'phone': '2051547570', 'price': 2500}"
